text,labels
"Još bakreno nebo raspaljeno sija, Sva reka krvava od večernjeg žara; Još podmukli požar kao da izbija Iz crne šume starih četinara. Negde u daljini čuje se da hukti Vodenički točak promuknutim glasom; Dim i plamen žderu nebo koje bukti, A vodeno cveće spava nad talasom. Opet jedno veče … I meni se čini Da negde daleko, preko triju mora, Pri zalasku sunca u prvoj tišini, U blistavoj senci smaragdovih gora – Bleda, kao čežnja, nepoznata žena, S krunom i u sjaju, sedi, misleć’ na me. Teška je, beskrajna, večna tuga njena Na domaku noći, tišine i tame. Pred vrtovima okean se pruža, Razleće se modro jato galebova; Kroz bokore mrtvih docvetalih ruža Šumori vetar tužnu pesmu snova. Uprtih zenica prema nebu zlatnom Dva giganta Sfinksa tu stražare tako, Dokle ona plače; a za morskim platnom, Iznemoglo sunce zalazi, polako. I ja, kome ne zna imena ni lica, Sve sam njene misli ispunio sade. Vernost se zaklinje s tih bledih usnica. Kao smrt su verne ljubavi bez nade! Vaj, ne recite mi nikad: nije tako, Ni da moje srce sve to laže sebi, Jer ja bih tada plakô, ja bih večno plakô, I nikad se više utešio ne bi’. ","Misaono - refleksivna poezija"
"Odvela me tuga i misli zloslutne U polje, daleko. Trava puna rose. Tužno stoje vrbe iznad vode mutne, Hladni vetri mrse zelene im kose. Na zapadu negde polumrtav bleska Ugašenog dana zadnji bledi plamen. Nema je nada mnom širina nebeska, Mrak zasipa šumu, reku, cvet i kamen. Evo jedno groblje. Tu leže seljaci, Do suseda sused, drugar do drugara; A dok se u svodu brišu zadnji zraci, Pobožno kapela stoji kraj njih stara. I dole u selu zadnji ognji zgasli – Noć, i tu se spava… A ko sablast čudna, Međ grobljem i selom još krivuda staza, Sva bela i gola, kratka, večno budna. ","Misaono - refleksivna poezija"
"…Posetio sam opet Taj kutak zemlje gde sam proveo, Ko izgnanik, dve kratke godine. Već deset leta prođe od tog doba I mnogo se promenilo u mome Životu: opštem zakonu pokoran, I sam sam se izmenio. Al ovde Obuzimaju sećanja me živo; I čini mi se: još sam sinoć luto Kroz te šumarke. Gle, doma progonstva Gde živeo sam s jednom dadom mojom. Starice više nema, iza zida Ne čujem više korake joj teške, Kad nadgleda ujutru kuću. Evo Šumovitog huma gde sam često Sedeo nepokretan, gledajući Na jezero i sećao se s tugom Obala dugih, drugih talasa Kroz njive zlatne i zelena polja Ono se, plavo, pružilo široko, A po njegovim tajanstvenim vodama Vozi se ribar, vukući za sobom Ubogu mrežu. Na obali strmoj Seoca raštrkana; tamo dalje Vetrenjača naherena, na vetru, Okreće jedva krila – A na međi Imanja dedova, na onom mestu U goru put gde stoje – dva zajedno – treći Podalje malo. Kad sam jaho tuda Po mesečini, šumom poznatom Zdravili su me njini vrtovi. Tim putem sad sam prošao i opet Video sam ih. Tu su s šumom starim. Al oko postarelog korenja, Gde nekad sve je bilo pusto, golo, Sada je nikla mlada šumica, Zelena porodica; kao čeljad Pod njenu senku žbunje tiska se. A njihov drugar tužni stoji sam, Ko stari momak, oko njega sve je Ko i pre pusto. Zdravo, naraštaju Mladi i nepoznati! Neću ja Tvoj moćni, pozni uzrast videti, Kad moje poznanike prestigneš I zakloniš im staru, sedu glavu Od oka prolaznika. Al, unuk moj, Nek čuje on šum vaših pozdrava, Kad s drugarske se vraća sedeljke, Pun misli veselih i prijatnih, Kada po pomrčini prođe pored vas I pomisli na mene. ","Misaono - refleksivna poezija"
"U nevaspitano vreme, u proleće kada zazvoni sunce u vrbi, svi misle: hoće, odoleće! — a svi se češu gde ih svrbi. Kao kapisle pupoljci prašte! Bube radosne što će se roditi. Dogodilo se plavo, al’ slute bašte: posle plavog — zeleno će se dogoditi. Zeleno je u modi!… Ko se sad rodi — zelene biće mu pelene meke, u zelenoj okupaće se vodi tamo gde zelena ptica peva sa smreke. ","Misaono - refleksivna poezija"
"Na žalu sam jedne ja zaspao noći. Vetar me probudi; otvorivši oči, Videh, izišavši iz bunila svoga, Danicu što u dnu neba dalekoga Kroz belinu nežnu, neizmernu sjaše. Odnoseć nevreme bura odmicaše. Pahuljom oblaci postajahu sivi. Sjaj to beše jasni, što misli, što živi; Stišavao udar vala je u hride; Kanda duša neka kroz biser se vide. Uzalud još noćne vladale su tmine, Božji osmeh užga nebeske visine. Vršak je jarbola svetlost posrebrila; Na crnomu brodu bela jedra bila; Jato galebova, stojeć na strmini, Pozorno gledalo zvezdu u daljini Ko nebesku pticu iz iskre rođenu; Okean, ko narod, motreć sjajnost njenu, Bučeć posve tiho, k njoj se primicao Ko u strahu da je ne bi odagnao. Neiskazana ljubav rosila iz zraka. Do nogu mi tresla vlat se trave svaka, Ptice su čavrljale usred svojih gnezda; Cvet mi uzbuđen reče: sestra mi je zvezda. I dokle svoj veo podizahu sene, Čuh glas što sa zvezde stizaše do mene: -Ja sam ona zvezda, koja prva hodi, U koju u grobu veruju, što vodi. Sijah vrh Sinaja, sijah vrh Tajgeta; Stena sam ognjena, zlatna, odapeta, Ko iz praćke Božje, na crn obraz tmuše. Ja podižem snova svet koji je srušen. O narodi, ja sam plamna poezija. Blistah vrh Dantea, blistah vrh Mojsija. Ljubav za mnom lava okeana tera. Stižem. Nek ustaju krepost, hrabrost, vera! Mislitelji, dusi, na tornjeve hajte! Otvor’te se veđe, a zenice sjajte, Zemljo, buni brazdu, žiće, vrevu vrati, Na noge, spavači! – onaj što me prati, Što me šalje poput prethodnice svoje, Anđeo Sloboda, div Prosveta to je! ","Misaono - refleksivna poezija"
"U aprilu, u aprilu sunce prede žutu svilu, nebo plavi šator pravi a drveće, a drveće na prste se diže, penje i pokreće u plavilo, više, više, korenje mu samo smeta a moglo bi da poleti, i grane ga uvis vuku, kol’ko ima samo ruku. Za te ruke ptice, ptice pletu pesmom rukavice, za te ruke, goloruke sve zelene, sve zelene kišom mekom umivene, ko će tol’ko da navlači? Sve su nove! Šta to znači?! Znači prosto; u aprilu sunce prede žutu svilu, jedra vedra za jarbole da prolećna plovi lađa, ptice pesme pletu, pletu, svaka pesma po list zelen, po cvet beli što se rađa. ","Misaono - refleksivna poezija"
"Kako je lepa ova noć! Gle, svuda, S topole, ‘rasta, bagrema i duda, U mlazevima zlatokosim pada Nesuštastvena mesečina. Sada, Nad livadama gde trava miriše, U rascvetanim granama, svrh njiva Koje se crne posle bujne kiše, Velika duša mesečeva sniva. Sve mirno, tajac. Ćuti polje ravno Gde nekad pade za četama četa… – Iz mnoge krvi izniknuo davno, Crven i plav, Kosovom božur cveta… ","Misaono - refleksivna poezija"
"Ja vidim kad na te, topla i bijela, Kroz tvoj pendžer mala mjesečina pada… I šum svaki čujem tvoga odijela, Na dušeke meke kada kloneš mlada… Kao sjenka tvoja svake te minute Moja duša prati i uza te dršće… I ljubice svoje, čežnjama osute, Prosipa na tvoju stazu i raskršće… U baštama tvojim ono rosa nije- To su suze sreće što ih ona lije, Pri sjaju zvijezda u tihu pokoju… U kandilu tvome kada žižak cepti, Znaj, to duša moja prislužena trepti, I prosipa na te zlatnu svjetlost svoju… ","Ljubavna poezija"
"Vrhove brda sjaj jutarnji žari, Srebrna magla diže se sa grma; Visoko šume jablanovi stari I potok teče kao čista srma. Sve se veseli. Samo neko plače Duboko negdje, u mrazu, u grobu, Uzdiše, jeca, sve jače i jače — Zove me da mu olakšam tegobu. O srce moje, ti me nemoj zvati, Utjehe tebi ja ne mogu dati… Sudba je tvoja kao sudba noći Što vječno luta da dostigne sunce: Prelazi mora, pustare, vrhunce, No suncu nigda, nigda neće doći. ","Misaono - refleksivna poezija"
"Večernji sati nad stolom minu Neopozivo – bela stranica Mimoza miriše na Nicu i na vrućinu Kroz mesečinu leti ogromna ptica Čvrsto sam kosu noćas splela Kao da će mi trebati kosa Kroz prozor, bez tuge, dugo gledam Na more puno talasa ko otkosa Koliko snage imaju oni Što čak ni književnost ne mole! Ne podižu se kapci umorni Čak ni kad čujem da me zove. ","Misaono - refleksivna poezija"
"Dobro je ovde: njihanje i šum Jutra nas grle rukama hladnim U belom plamenu povija se grm Ruža blještavih, ali ledenih Na paradnim, svečanim snegovima trag skija klizi kao sećanje moje – Nekad, u davnim vremenima Prošli smo tim putem nas dvoje ","Misaono - refleksivna poezija"
"Osećam večeras,dok posmatram laste I pupoljke rane, Kako srce moje polagano raste, Ko vidik u lepe nasmejane dane; Kako s mladim biljem postaje sve veće I lako ko krilo, I kako mu celo jedno nebo sreće I pakao bola ne bi dosta bilo; Kako čezne za svim što bi život mogo Lepog da mu dade, I da mu ničega ne bi bilo mnogo: Tako su velike čežnje mu i nade. Osećam da dosad sve je bilo šala Moga srca vrela, Da još nikom nisam svoju ljubav dala Koliku bih mogla i koliku htela; Da u meni cela nežna plima Reči nerečeni; Da bih srce mogla poklanjati svima, I da opet mnogo ostane ga meni ","Misaono - refleksivna poezija"
"Čuj, kako jauče vetar kroz puste poljane naše, I guste slojeve magle u vlažni valja do… Sa krikom uzleće gavran i kruži nad mojom glavom, Mutno je nebo svo. Frkće okiso konjic i žurno u selo grabi, I već pred sobom vidim ubog i stari dom: Na pragu starica stoji i mokru živinu vabi, I s repom kosmatim svojim ogroman zeljov s njom- A vetar sumorno zviždi kroz crna i pusta polja, I guste slojeve magle u vlažni valja do… Sa krikom uzleće gavran i kruži nad mojom glavom, Mutno je nebo svo. ","Misaono - refleksivna poezija"
"Ko gorda carica i bajna, sa snopom zlatnoga klasja, Na polju jesen stoji. Sa njene dražesne glave Lisnatih vreža splet čarobno spušta se dole, Do same mirisne trave. Puhorom posut grozd u jednoj podigla ruci, I slatko smeši se na nj. Pitome i blage ćudi, Priprema ona spokojne večeri i dan, I žetvu bogatu nudi. Kako je mamljivo sve! Na starom ognjištu mirno Puckara crvenkast plam. Kad magla pokrije ravni I vlagom ispuni zrak, tu prošlost vaskrsne drevna, I gatke vremena davni’. I pozno u tavnu noć razgovor spokojno bruji, Dok dremež ne svlada sve. I strasno šaptanje tada Kroz mirni prosusti dom al’ i to gubi se brzo, I san lagano pada… ","Misaono - refleksivna poezija"
"Zima je pokrila snegom doline i polja ravna, I tavne, visoke gore. Vihori snežnoga praha Po pustom viju se polju, i cela priroda ćuti, I listak poslednji vene od zimskog studenog daha Veselo puckara plamen u skromnoj izbici našoj, I mačak na banku drema. Kroz tamu večeri blede Dugačke i svetle senke po zidu čudno se viju, A oko ognjišta sniskog ozebla dečica sede. Deda uzeo lulu i s pažnjom o dlan je bije, Pa ispod pojasa vadi listove duvana suva, I kad ih izgnjavi dobro, on onda napuni lulu, I mirno pušeći sluša vetrinu što poljem duva. Po kašto zaškripe selom volujska drvena kola, I gavran nad njima grakne. Za tim se razgovor čuje. To se komšija Panta sigurno iz gore vraća, Pa žurno ispreže stoku i čeljad po kući psuje. A deda ovako priča: „Odavna, u selu našem, Življaše uboga žena sa malim jedincem svojim. To beše nemirni Pavle. Pamtim ga i sada lepo, I ako to beše davno, u mladim danima mojim. Hiljadu osam sto… (Sad ne znam kojega leta, Al’ Bunoparta je onda na Rusa pošao bio) — Zima je velika bila. Reke se zamrzle rano, A sneg od osam stopa pola je i gore krio. U jedno studeno jutro, kad majka ne beše doma, Mali se podiže Pavle i ode van našeg sela I nikad ne dođe više. Ljudi ga tražili vazdan, A jadna njegova majka plačući život je klela. Tako je plakala ona vazdan i svu noć gorko, Vrteći vreteno tanko. Ona je molila Boga, Da joj bar mesto kaže, na kome okonča Pavle, Te jednom da vidi jošte umrlog jedinca svoga. Bogu se dosade molbe, ogrne svoj topli ćurak, I zovne Svetoga Petra. Petar mu istinu kaže, Zašto ta žena plače. To bude Gospodu krivo, Uzme palicu, dakle, i pođu, da Pavla traže. Nađu ga u samom raju… On se popeo lepo Na rajsku lisnatu voću, pa zlatne jabuke jede; A dole, na cvetnom podu, u belom i čistom ruvu, Još mnoga nekakva deca jabuke jedu i sede. Međ njima jaganjci bleje i zvonca srebrna zvone, I mnogi leptiri lete po rajskom mirisnom cveću; Kroz cvetne poljane rajske biserne protiču reke, I rajske, šarene tice na mirne obale sleću. A Gospod podviknu tada: „O Pavle, čapkune jedan, Ko te je doveo amo, da rajske jabuke mlatiš? Silazi sa voćke dole! Obuj se i natrag idi, Pa majku da slušaš lepo, kad svome domu se vratiš”. Jedne večeri, deco, Pavle se povrati kući; Kiridžije ga našle, što često prolaze selom: Polumrtav je lež’o na snežnom seoskom drumu, Umoran, bled i zanet sa jako prozeblim telom. Mi smo od njega čuli, kako je na nebu bio, Jer nam je pričao uvek o rajskom životu svome; Ali od toga dana majku je slušao lepo, Posle je, zanata radi, u varoš otiš’o s njome”. Štekće lisica gladna i vihor poljanom duše, A oko pojata selskih sa rikom oblaze vuci; U selskoj čađavoj krčmi svirka se i pesma čuje, I jednoliko, sitno hore se njihovi zvuci — I tonu u jasnoj noći… Na sniskom ognjištu starom Ogroman mačak drema kraj ogorelog pana, Kad vihor naleti jače on leno otvori oči, Pa zevne nemarno dvared i opet spokojno sanja. ","Misaono - refleksivna poezija"
"Jutro je. Oštar mraz spalio zeleno lisje, A tanak i beo sneg pokrio polja i ravni, I sniski, trščani krov. U daljini gube se breze I kruže vidokrug tavni. U selu vlada mir. Još niko ustao nije, A budan petao već, živosno lupnuvši krilom, Pozdravlja zimski dan — i zvučnim remeti glasom Taj mir u času milom. Il’ kadkad samo tek zviždanje jasno se čuje I težak, promuko glas. To lovac prolazi selom, I brze mameći pse, poguren u polje žuri, Pokriven koprenom belom. Svuda je pustoš i mir. Noćna se kandila gase — A sveži, jutarnji dah, proleće doline mirne, — I šum se razleže blag, kad svojim studenim krilom U gole grančice dirne… ","Misaono - refleksivna poezija"
"Tihi vjetrić grane kreće, Po livadi rosa pala, Sa istoka mila zora Zrakom nas je obasjala. Sva priroda pozdravlja je, Raduje se njenom baju, A hvalu joj male tice Sa umilnom pjesmom daju. Šarni leptir popaja se Sa ljubice sjajne rose, A čelice hitre, lake U košnicu meda nose. Carić mali na grančici Od veselja sve skakuće, Jer krilca mu ona mala Obasjat’ će sunca luče. Podigle se mile laste, Pa u čistom zraku l’jeću, Katkad opet spuštaju se, U potočić kril’ma kreću. B’jeli janjci po poljani Igraju se, travu pasu, A uz frulu pastir svira, Veseli se zore krasu. Oh, zorice divna ljetna, Ko te takvu nama stvara?! Niko drugi, nego onaj Što nam šalje svakog dara! ","Misaono - refleksivna poezija"
"Na modrilu se jedro bijeli, na moru pustom, magičnom, što u daleku svijetu želi, što ostavi u kraju svom? A vali plešu, vjetri ječe, i svija se i škripi stijeg, o jao — ne želi ono sreće, nit od nje vodi njegov bijeg! Nad njime sunca zlatni traci, pod njime blistav modri vir: — u bure prkosno se baci, ko da u burama je mir! ","Misaono - refleksivna poezija"
"Pogibe pesnik, rob svoje časti, Pade pod kletvom jezika zlih, S metkom u srcu, odmazde žedan, Sad i dušom ponosnom spi. Pesnička duša ne podnese Sitnih uvreda sram; Ustade protiv celog sveta I pade boreći se sam. Pogibe! I čemu plakati sada, Hvale i suza izlišan je hor, I čemu žalost i pokajanje O smrti njegovoj zbor! Zar niste nekad baš vi gonili Njegov slobodni divni dar, Iz obesti raspirivali Tek ljubomore zapreteni žar. Radujte se! Poslednjih muka Podneti nije mogao jad. Ko baklja utrnu božanski genije, S vencem na čelu svenu mlad. Ubica podli srca tvrda Prekide njegov plemenit dah I bez milosti na nišan uze Genija živog – ne bi ga strah! I nije čudo. Iz tuđine Ko mnogi, jurnu i on u lov Za srećom, čašću, činovima, Zabasa k nama na sudbe zov, I smejući se, prezirao je Svetinje naše i sve nas, Čak i genija božanski glas! Pojmio nije na kog se digo U taj krvavi kobni čas ! . . Pogibe i sad je samo sen, Podoban onom sanjaru blagom Što ga opeva s iskonskom snagom Kako ko ljubomore plen Ko i on pade pod rukom svirepom. Zašto ostavi domaće radosti I prijatelje iskrene, časne, Sa žarom duše slobodne, strasne, Što stupi u svet prepun gadosti? On koji poznade ljude u ranoj svojoj mladosti, Zašto je verovao njima i njinim lažnim maskama? Oni mu skidoše venac, na čelo staviše novi, Uvijen lovorima, al‘ venac patnje trnovi; Skrivene igle naneše Svirepo njemu ranu Krva sa čela mu bleda na crnu zemlju kanu. Otrovaše mu mučki poslednje njegove dane Plešuć i šireć spletke o njemu na sve strane, I on zatvori oči, duboko žedan osvete I gnevan zbog prevarenih nada sa ovog sveta krete. . . Prekrasnih pesama zamukoše zvuci I nikad se neće razlegati više, Onemela lira u njegovoj ruci, Divna mu se usta navek zatvoriše. Vas ja žigošem, nadmene potomke Podlošću strašnom čuvenih dedova Što ropskom petom zgaziše odlomke U igri sudbe propalih rodova ! Vas koji oko prestola puzite, Slobodi, Geniju, Slavi kobite ! Zakon vas štiti silni, svemoćni, Sud su i pravda pred vama nemoćni ! Al‘ ima Boga, vi čeda razvrata ! Sudija strašni vas će dostići, Nepokolebljiv pred sjajem zlata, Vaše će misli, dela pronići. Ništa vam neće tad pomagati Pred njime padati, podlo lagati ! Svu vašu poganu krv uzalud ćete dati Al‘ krv nevinu pesnika nećete njome sprati! ","Misaono - refleksivna poezija"
"Kad u tihe letnje večeri zapali polja svitaca roj znaj da među njima treperi i jedan koji je samo tvoj. Treći… sto treći… hiljadu treći broj tako sve dok pšenica zri Tvoj svitac mora biti najveći i najsjajniji, kao i ti. Iako te on verno prati kroz tamno polje i gusti gaj ti nikad nećeš prepoznati njegov miris i njegov sjaj. Možda ti baš sad prođe kraj lica misleći da je suncokret žut Da ti nije tog tajnog svica ti nikad ne bi pronašo put. On samo za te sjaji u noći i samo zbog tebe postoji, znaj, ali ti nikad nećeš moći da pružiš prst i kažeš – taj! Ma gde budeš svijao gnezda ma gde god te odneo ptičiji let u mnoštvu drugih, livadskih zvezda svetleće i on ko zlatni cvet. Kad god te njihov sjaj zagolica videćeš majku i rodni kraj Svako srce ima svog svica svoju livadu, reku i gaj! ","Misaono - refleksivna poezija"
"Netko sa svojim bolom ide Ko sa otkritom ranom: svi neka vide. Drugi ga čvrsto u sebi zgnječi I ne da mu prijeći u suze i riječi. Rad’je ga skriva i tvrdo ga zgusne U jednu crtu na kraju usne. Zadršće, zadršće u njoj kadikad, Ali u riječi se ne javi nikad. Duša ga u se povuče i smjesti Na svoje dno: ko more kamen U njega bačen. More ga prima Dnom, da ga nikad ne izbaci plima. ","Misaono - refleksivna poezija"
"Doći će jesen bez uvelih grana, Bez kiše, bez tuge, bez vina će doć. Gle, ona neće imati danā: Imat će samo jednu noć! Crnu će zimu vrijeme nam dovuć, Al snijeg te zime neće past; Zemlju će sunce u proljeće povuć, Al ono neće sjat i cvast. Sasvim ko zima i ljeto će minut; I godine prazne tako će teć, I sunce ti neće nikada sinut – Ni riječi nećeš na to reć. ","Misaono - refleksivna poezija"
"Ona se uvijek javi kad zanoća. U večernjici svako veče sija. U tami bdije, u lišću ćarlija, a njena sestra zove se Samoća. Ne laže nikad. Ne osvaja zvukom. Blagoću ima stare mame. Ko dobar drug je; zagrli te rukom i punim smisla govori ti mukom, ili ti ruku položi na rame. Ako ti srce sija od vedrine, milinom svojom ona je uveća, ako je tamno, teret s njega skine, i otvara mu vidik u dubine. I katkad u njem zatreperi sreća. ","Misaono - refleksivna poezija"
"Ispod nedogledne visine plave, ja sam danima lutao pognute glave, i tražio negažene staze, i poljsko cveće brao. I mislio sam da zbog prolećne kiše uzbrano cveće ne miriše, jer ga je pljusak u pupoljku sprao. Ja sam onda još bio mlad, i bilo mi je žao mirisne pupoljke brati. Ja sam onda još ozbiljno mislio na svakom pragu stati, i svugde naći veselje lako; i da će me onda u kuću zvati bistrim i srećnim pogledom, i da ću svuda biti brat. I, mesto toga, na svakim vratima oči što su me bile ledom i novembarskim mrazom; a nigde bratskog pozdrava ni ruke. Ja sam onda tri dana, noći plak’o, i pošao ugaženom stazom. Tešim se da nisam bio prvi, i time ─ što je tada bio Rat . . . ","Misaono - refleksivna poezija"
"Danas je nesrećan dan sinuo, i prvi mu je pogled pao na bedu: najbližu njemu, u tihom predgrađu, jedna je Majka rasplela kosu sedu, jer joj je sin preminuo. Danas je umro jedan Čovek, i Majka mu je vriskala: Oh, kada Čovek nije Čovek, već rob Nekog, koga nema, od koga sam do juče milost iskala; oh, kada je čovek gori nego crv, ─ neka se raspe po zemlji anathema, i neka se prolije sva crvena krv! . . . Oh, Sine, moj dobri Sine! Otac ti nije Sveti Duh, ni Drvodelja sa livanskih puta. Sine, ti si plod dve neme žudnje i jednog besvesnog minuta. Nisam te rodila u jaslama, već u krvavoj postelji, između četiri vlažna duvara jednog šarenog, zamrzlog januara. Sine, tebi su i meni rekli da smo robovi, i naša su srca bez milosti sekli, i našu su snagu bez milosti razvlačili. I sve su nam uvek tumačili da se setimo da to bog tako želi! Rođeni, mrtvi Sine, bog je laž, i naši su ga dušmani izumeli. Ustani, Sine, da se svetimo, da krvlju vekovnih namesnika boga posvetimo forume Rima, i da kopljem ponovo probodemo rebro Učitelju iz Jerusalima. Da iskopamo Judino srebro, i da na tome svetom mestu podignemo Čoveku hram, i da dovedemo u hram našu Novu Vestu koja će sebe iskreno dati. Ustani, Sine, da grozne laži koje se rađaju u ime Oca i Sina, sahrane Sin i Mati . . . Danas je umro jedan čovek, i zalud je Majka sede kose čupala i u grudi se lupala, ─ nije se probudio. Onda ga je sama okupala i obukla ga u crno. I u dnu svoga vrta, o ponoći, sama ga je sahranila. I tužna se majka Čovekova tu, pored groba, nastanila . . . ","Misaono - refleksivna poezija"
"Hoću da pod teretom mesa, pod bičem krvi, prvi, prvi dostignem nebesa. Hoću da na svakom koraku, svakim dahom, oko sebe ljubav sejem, pa da se mahom slatko nasmejem. Hoću da pođem bledom mrtvacu u rovu, i da se veseo vratim; da jednim pogledom sve vidike obuhvatim. Hoću da u sutone neke u sebi rasturim goleme požare, da me ozare dok zurim u svetove daleke. Hoću da budem sam sebi strah, da u sebi nađem Novo i Beskrajno, pa da se od smeha zacenim ko Bog, kada je tajno skov’o od svojih strasti ljude. ","Misaono - refleksivna poezija"
"Sećam se da su preko neba besni leteli ždralovi, i da je neko od naših lipa vešala sekao, i da su me vijali neki valovi, i da sam jedva utekao u neku tamu . . . . . . I u bolnici sam se probudio beskrajne jedne noći. Oči su me pekle i suzile, (valjda su me bele žene urekle?) i po telu su mi puzile neke hladne bubice ili mravi. I drhteći sam čekao petla da zoru javi, i da pred mene baci dve-tri pregršti svetla. I vetra, da sljušti sa zemlje koru koja je obvila noć. I nekog, da mi donese vode. I kada je zora prispela, sve se predamnom tada besomučnim taktom počelo okretati: stolovi, ubrusi, lavori, klupe, nedelje, godine, vekovi, dani i časovi, minuti . . . A bočice i lekovi u njima, žuti, duboko su mi se poklonili, i proletnjim glasom drveta koja pupe, u uši su mi zvonili: ─ Cin, ne boj se Smrti! Ona se od nas plaši, kao od vatre vuk. Cin, ona se na nas iz daleka samo plazi, ali nas uvek obilazi, jer smo joj jednom slomili struk. Cin, ne boj se Smrti! Cin, cin, cin . . . ","Misaono - refleksivna poezija"
"Ima nešto što u nama ima što nas drži u istome vencu, ima nešto isto u ljudima, ima neke Bosne u Slovencu. Svi smo začin u istome loncu, oko Niša ima nešto Bačke, ima neke Like u Slavoncu, zapivajmo pisme bunjevačke. Ima nešto što u nama ima, nekog divnog inata od zlata, u predelu oko divljeg Lima leži jedno parčence Banata. Ima nešto što u nama ima što nas drži u istome vencu, ima nešto isto u ljudima, ima neke Bosne u Slovencu. ","Rodoljubiva poezija"
"Kad bi meni dali jedan dan, ja ga ne bih potrošio sam. Pola dana ja bih dao nekom ko je dobar, a slučajno sam. Igrali bi, pričali bi nešto, trčali bi, skakali bi vešto ja i dobar, a slučajno sam. Kad bi meni dali kišobran, ja ga ne bih potrošio sam. Pola mesta ja bih dao nekom ko je dobar, a slučajno sam. Kišilo bi, dok mi koračamo, pola tamo a pola ovamo. Stavili bi dan pod kišobran ja i dobar, a slučajno sam. Kad bi meni dali jedan dan, ja ga ne bih potrošio sam. ","Misaono - refleksivna poezija"
"Bejaste li, braćo moja mlada, Da l’ bejaste vi na groblju kada, Aj’ na groblju, na golemu? — Ta uvek smo mi na njemu. Groblje j’ zemlja kom se hodi; Groblje j’ voda kom se brodi; Groblje — vrti i gradine; Groblje — brda i doline, Svaka stopa: Grob do groba. Groblje j’ spomen doba sviju, Groblje — knjige što se štiju, Povesnica svih zemalja, Starostavnik cara, kralja. I čitulja viših slika Izbranika, mučenika, Od početka pamtiveka, Sve j’ to groblje — Al’ je i kolevka. Nema broja ni imena U visini zvezdam’ svima, Kamol’ broja i spomena U zemljici grobovima! Milione progutala j’ tama, Crna tama mnogih tisućleća, Niko ih se više i ne seća, — No pogdekom uvek gori sveća. Il’ je sveća, il’ je ime svetlo, Il’ su dela koja se ne gase, Pa redove nedoglednog groblja Svojim zrakom krase. Ti grobovi, Stari, novi, Oni sjaju Svakom naraštaju — Kad se umlje u prošlost udubi U tamnini da se ne izgubi; Kad se pustiš u davnine svete U davnine i svete i klete, Da ti miso puta ne pomete. To su vatre doglasnice, Pružajuć’ se iz daljnih eona U povorci onoj dugoj — Dostavljajuć’ jedna drugoj Strujom koja napred leti, Težeć’ samo jednoj meti. Pa se tako svetli mlazi — Pa se vide svetli trazi Jednog duha raznih doba, Duha kome nema groba. — U grob samo sruši kosti, Strese pepo koj’ mu smeta Bržem buju viša leta K uzvišenoj budućnosti. Ko s’ osvrne da pogledi Bistrim okom i pogledom Na grobove ove svetle, Povesnice dugim redom, Mora čuti kako j’ živo, Kroz vekove, kroz maglinu, Ded unuku, otac sinu, Borac borcu dovikivo: „Gde ja stadoh — ti ćeš poći!” „Što ne mogoh — ti ćeš moći!” „Kud ja nisam — ti ćeš doći!” „Što ja počeh — ti produži!” „Još smo dužni — ti oduži!” To su zbori, to su glasi Kojima se prošlost krasi, Što prodiru kroz svet mračni Sa grobova onih zračni’, Spajajući gromkim jekom I Božanskom silom nekom, Spajajući vek sa vekom I čoveka sa čovekom. Oko svakog svetlog groba (Baš ko gore oko zvezda) Povesnica priča ovo: Hvatalo se neko kolo, Kolo mlado, kolo novo, Nove klice stara nada, Novo cveće stabla stara, Duše čiste, srca mlada, Naslednici svetog žara; — Tu se slego život mladi Da se s grobom razgovara. „I ti pade, dragi brate!” — „Nisam, deco, vas dok traje!” „Je l’ ti borba bila teška?” — „Pokušajte, milina je!” „Šta si hteo? — kud si poš’o?” — „Tamo kud se stići mora!” „Zar je vera tako jaka?” — „Uvek jača od zlotvora!” „Malo nas je koj’ bi smeli” — — „Al’ vas jaka sila kreće!” „Zar ko može stići celi?” — „Ko posumnja nikad neće!” — „A ko behu oni divi Koji su te napred zvali, Koji su te ojačali, Koji su ti krila dali?” — „To bejahu ideali! Bez njih nema više leta Nad oblakom mraka gusta, Bez njih bi se malaksalo, Bez njih bi se brzo palo, Svet bi bio grob bez cveta, život prazan — mladost pusta!” Oko svakog svetlog groba Prikupljo se život novi, Naslednici svetlog žara, Kupili se sokolovi, Pijuć’ dušom svetle zrake. — Jest. tako je, braćo draga, Ti grobovi nisu rake, Već kolevke novih snaga! I vama je, jaoj, pao Stegonoša dičnog stega, — Al’ je sino grobak novi, — Vi stojite oko njega. Tu pogleda brat na brata, P’ onda gore, p’ onda u se; Grudi dršću, usta ćute, Ali duše razum’u se. Da l’ to snaga niče nova? — — Daruj, Bože, blagoslova, Da vas združi bratska sloga, Zavetnike koji s’ kupe Oko groba Đurinoga! ","Misaono - refleksivna poezija"
